FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Erik,Pieters,DEF,STK,4900000,6,19,1.9,3.87755102040816E-07,3.87755102040816E-06,0,31039,1,20,0,0,0,0,0,3.9,376,-1,0,19,1,0.4,0,2,0,0,2,0,0,0.6,9717,0,0,0,0,898,409,0,0,141,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,1.3,1.4,2.3,1.9,1.1,1.4,1.4,1.9,2,1.3,1.5,1.8,1,1.9,1.5,1.3,1.9,1,1.5,1.1,1.4,1,1.4,1.2,1.7,1,2.8,1.2,25.2
Paul,Pogba,MID,MUN,8000000,0,31,1.03333333333333,1.29166666666667E-07,3.875E-06,0,1599377,1,2,0,0,0,2,0,3.9,8598,0,0,31,0,0,0,0,2,0,3,0,3,8.6,855152,0,0,0,1,360,1635,0,0,100,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0.8,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.6,0.5,0.8,0.5,0.5,48.1
Nick,Pope,GLK,BUR,4500000,9,37,5.3,1.17777777777778E-06,8.22222222222222E-06,0,13864,1,5,0,34,0,0,0,8.2,1246,0,0,37,0,1.2,0,5.3,6,0,3,0,0,1.3,68346,0,0,0,1,594,4944,0,0,162,Southampton,Swansea,Arsenal,Bournemouth,Leicester,6.8,5.7,7.9,6.2,4.7,6.5,7,6.5,6.4,4.4,6.3,7.8,6.3,6.6,5.5,5.5,6,6.5,6.4,6.1,6,6.4,7.9,6.4,6.1,7.7,4.6,7.1,22.9
Sebastian,Prodl,DEF,WAT,4400000,0,12,0.4,9.09090909090909E-08,2.72727272727273E-06,0,23166,0,0,0,0,0,0,0,2.7,285,-1,0,12,1,0,0,0,0,0,2,0,0,0.2,7017,0,0,0,0,180,21,0,0,48,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,5.3
Davy,Propper,MID,BHA,5400000,2,26,2.6,4.81481481481482E-07,4.81481481481482E-06,0,8443,1,11,0,0,0,0,0,4.8,249,-1,0,26,1,0.6,0,3.3,1,0,3,0,1,0.1,5549,0,0,0,0,900,112,0,0,146,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.5,2.4,1.3,2.9,2.7,1.7,1.6,2.4,1.6,2,1.6,2.8,1.5,1.9,2,3,1.7,2.6,3.1,2.5,1.3,2.7,2.7,1.8,1.9,1.8,2.2,1.3,31.8
Marc,Pugh,MID,BOU,4800000,1,8,0.266666666666667,5.55555555555556E-08,1.66666666666667E-06,0,4114,1,4,0,0,0,0,0,1.7,103,-2,0,8,2,0.1,0,0.7,0,0,1,0,0,0.1,1379,0,0,0,0,263,37,0,0,22,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,18.2
Jason,Puncheon,MID,CRY,4700000,0,10,1.3,2.76595744680851E-07,2.12765957446809E-06,0,50101,4,14,0,0,0,0,0,2.1,875,-3,0,10,3,0.1,0,0.3,0,0,0,0,0,0.5,10932,0,0,0,0,549,105,0,0,36,Tottenham,Everton,Stoke,Brighton,West Brom,0.6,1.3,0.8,0.6,0.6,1,0.6,0.6,0.8,1.1,0.6,0.6,0.8,0.6,0.6,1.1,0.8,0.6,0.7,0.6,0.6,0.9,0.6,0.8,0.6,1,0.6,0.9,24.2
Collin,Quaner,FWD,HUD,4500000,0,7,0.233333333333333,5.18518518518518E-08,1.55555555555556E-06,0,230576,0,0,0,0,0,0,0,1.6,4196,0,0,7,0,0,0,0,0,0,0,0,1,3.4,190027,0,0,0,0,57,5025,0,0,21,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0,0,0,0,2719,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0.2,12453,0,0,0,0,0,251,0,0,0,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsey,MID,ARS,7000000,9,48,5.3,7.57142857142857E-07,6.85714285714286E-06,0,246402,0,6,0,0,0,3,0,6.9,6452,0,0,48,0,1,0,7,4,0,4,0,3,5.3,404809,0,0,0,1,674,25909,0,0,178,Man City,Tottenham,Burnley,Huddersfield,Man Utd,2.6,6.3,3.9,7.9,7,4.4,3.9,8,7.9,4.1,3.5,6.4,4.6,8,5.5,8,3.7,5.3,3.3,5.8,3.8,7.3,6.7,3.6,8,2.6,7.4,3.8,77.7
Darren,Randolph,GLK,WHU,4500000,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,3,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0333333333333333,8.54700854700855E-09,2.56410256410256E-07,0,445547,0,0,0,0,0,0,0,0.3,11864,-1,0,1,1,0,0,0,0,0,0,0,0,12.2,175502,0,0,0,0,2,2839,0,0,3,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
Marcus,Rashford,FWD,MUN,7600000,2,43,4.3,5.65789473684211E-07,5.6578947368421E-06,0,387398,0,2,0,0,0,3,0,5.7,13348,1,0,43,-1,0.4,0,3.3,5,0,6,0,3,8,475083,0,0,0,0,607,14063,0,0,157,Chelsea,Newcastle,Brighton,Watford,Arsenal,3.7,6,6,5.1,2.4,4.7,6.2,3.7,3.4,5.2,4.8,4.5,6.3,3.4,3.3,5.8,3.2,4.2,4.5,6.2,3.4,4.8,3.3,6.1,4.5,6.2,3.8,5,66.1
Nathan,Redmond,MID,SOU,6200000,1,27,2.7,4.35483870967742E-07,4.35483870967742E-06,0,294667,1,8,0,0,0,0,0,4.4,5430,-3,1,27,3,0.4,0,2.7,2,0,3,0,2,3,73635,0,0,0,0,695,482,-1,0,100,Burnley,Liverpool,Everton,Man City,Bournemouth,2.1,1.6,3.2,1.5,2.7,2.8,2.5,2.6,2.5,2.2,1.5,2.6,2.7,1.6,2,2.1,2.4,2.3,2.1,2.1,3.1,2.3,1.7,1.6,2.2,2.6,3.1,1.4,61.9
Winston,Reid,DEF,WHU,4900000,0,23,3.3,6.73469387755102E-07,4.69387755102041E-06,0,52126,2,11,0,0,0,0,0,4.7,1718,-1,0,23,1,0.1,0,0.7,3,0,3,0,0,0.9,11829,0,0,0,0,630,31,0,0,131,Liverpool,Watford,Leicester,Everton,Man City,0,4,3.5,2,2,3.3,4.5,2.6,4.3,2.7,2.9,4.5,2.8,4,4.9,2.9,3.7,2,2.5,4,3.6,3.6,3,3.9,1.8,2.9,1.8,3.5,17.6
Declan,Rice,DEF,WHU,4400000,1,4,0.133333333333333,3.03030303030303E-08,9.09090909090909E-07,0,1260,0,6,0,0,0,0,0,0.9,38,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0,1443,0,0,0,0,164,38,0,0,29,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3
,Richarlison,MID,WAT,6400000,1,51,5.1,7.96875E-07,7.96875E-06,0,266764,2,17,0,0,0,3,0,8,23608,4,0,51,-4,0.6,0,3.7,4,0,3,0,4,16.4,1050080,0,0,0,2,840,29894,0,0,128,Everton,West Ham,Newcastle,Man Utd,Tottenham,7.1,5.9,6.1,4.4,3.8,6.4,6.5,5.5,5.7,5.5,5.3,4.7,4.2,6.3,6.2,3.9,6.4,6.2,5.2,5.1,5,5.7,4.9,6.2,5.8,6.1,5.9,4.6,81.2
Jairo,Riedewald,DEF,CRY,4800000,0,4,0.133333333333333,2.77777777777778E-08,8.33333333333333E-07,0,14452,0,4,0,0,0,0,0,0.8,79,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.1,442,0,0,0,0,124,10,0,0,27,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Matt,Ritchie,MID,NEW,5900000,2,38,3.8,6.44067796610169E-07,6.44067796610169E-06,0,261207,3,9,0,0,0,0,0,6.4,7052,-1,0,38,1,0.6,0,3.3,3,0,3,0,5,4.6,322514,0,0,0,1,885,3866,0,0,175,Bournemouth,Man Utd,Watford,West Brom,Chelsea,5,1.9,3.2,2.6,3.3,4.9,5.7,2,2.9,2.9,4.3,2.8,4.8,1.9,4.5,3,4.1,3.4,2,4,2.7,4.9,2.8,5.4,3.9,4.7,3.4,3.7,61.4
Andrew,Robertson,DEF,LIV,4700000,0,11,0.366666666666667,7.80141843971631E-08,2.34042553191489E-06,0,95958,0,1,0,0,0,0,0,2.3,1676,-3,0,11,3,0,0,0,3,0,1,0,0,1,57762,0,0,0,0,180,87,0,0,47,West Ham,Southampton,Chelsea,Stoke,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Robles,GLK,EVE,4400000,0,0,0,0,0,0,6260,0,0,0,0,0,0,0,0,102,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,684,0,0,0,0,0,17,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hal,Robson-Kanu,FWD,WBA,4900000,1,8,0.266666666666667,5.4421768707483E-08,1.63265306122449E-06,0,37175,1,3,0,0,0,1,0,1.6,484,-1,0,8,1,0.1,0,0.3,1,0,0,0,0,0.4,15621,0,0,0,0,168,305,0,1,30,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.2
Joe,Rodon,DEF,SWA,4000000,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,263,0,0,0,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay,Rodriguez,FWD,WBA,5600000,6,26,2.6,4.64285714285714E-07,4.64285714285714E-06,0,135632,2,13,0,0,0,2,0,4.6,966,-4,0,26,4,0.6,0,3.3,0,0,3,0,0,0.9,50176,0,0,0,0,887,2473,0,0,75,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1.6,1.8,1.6,2.9,3.7,1.9,1.4,2.4,2.3,3.5,3,1.6,2.9,2.4,1.6,2.1,1.8,2.8,2.6,2.8,2.2,2.4,2.1,1.3,3.1,1.5,1.9,2.5,43
Marcos,Rojo,DEF,MUN,5400000,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,21,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,4852,0,0,0,0,0,0,0,0,82,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,636,0,0,0,0,0,24,0,0,0,Chelsea,Newcastle,Brighton,Watford,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6000000,1,16,1.8,3E-07,2.66666666666667E-06,0,78226,1,9,0,0,0,1,0,2.6,824,-5,1,16,5,0.3,0,1.7,0,0,0,0,0,0.5,12788,0,0,0,0,487,431,-1,0,35,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.9,1,0.9,1.7,2.2,1,0.9,1.4,1.3,2.1,1.8,0.9,1.7,1.3,0.9,1.2,1,1.6,1.5,1.6,1.2,1.3,1.2,0.9,1.8,0.9,1,1.4,18.2
Wayne,Rooney,FWD,EVE,7300000,2,40,4,5.47945205479452E-07,5.47945205479452E-06,0,907695,3,14,0,0,0,4,0,5.5,15295,-2,0,40,2,0.8,0,5.7,9,0,1,0,0,10.1,560043,0,0,0,0,756,11212,0,0,159,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,4.2,4.5,3.9,5.3,5,2.9,3.2,4,3.5,3.7,4.4,4.5,3.3,5.4,5,2.4,6,5,3.4,5.2,4.5,4,5.5,3.8,5.3,3.3,4.1,3.4,65.6
Danny,Rose,DEF,TOT,6400000,0,0,0,0,0,0,16202,0,0,0,0,0,0,0,0,390,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,3455,0,0,0,0,0,441,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.1,2.5E-08,7.5E-07,0,113326,0,3,0,0,0,0,0,0.8,2589,0,0,3,0,0,0,0,0,0,0,0,0,2.9,110430,0,0,0,0,163,522,0,0,22,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6
Wayne,Routledge,MID,SWA,5300000,0,6,0.2,3.77358490566038E-08,1.13207547169811E-06,0,4063,1,3,0,0,0,0,0,1.1,62,-2,0,6,2,0.1,0,0.3,0,0,1,0,0,0.1,1119,0,0,0,0,145,10,0,0,9,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Antonio,Rudiger,DEF,CHE,5900000,7,29,3.6,6.10169491525424E-07,4.91525423728814E-06,0,72052,3,8,0,0,0,0,0,4.9,1144,-1,0,29,1,0.4,0,2.3,3,0,3,0,1,1.9,28929,0,0,0,0,720,799,0,0,166,Man Utd,West Brom,Liverpool,Swansea,Newcastle,3.2,4.2,3.2,2.6,4,4,4.1,3.1,3.2,4.1,3.5,2.9,3,4.2,3.6,5.3,4.3,2.8,3.2,4.8,4.2,3.1,4.2,4.5,4.2,3.9,4.1,3.5,20.7
Mathew,Ryan,GLK,BHA,4500000,2,35,3.5,7.77777777777778E-07,7.77777777777778E-06,0,16420,0,11,0,26,0,0,0,7.8,745,0,0,35,0,0.8,0,3.7,2,0,3,0,0,0.8,21209,0,0,0,1,900,534,0,0,174,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,3,4.1,2,5.2,4.6,3.3,3.4,4.3,3.9,3.6,2.7,4.2,3.4,3.4,3.6,4.7,3.1,3.2,4.8,2.4,2.4,3.6,4.7,4,3.7,3.3,3.8,2.4,17.7
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.266666666666667,5.33333333333333E-08,1.6E-06,0,651,1,2,0,0,0,0,0,1.6,24,0,0,8,0,0,0,0,0,0,1,0,1,0,818,0,0,0,0,158,7,0,0,24,West Brom,Bournemouth,Man City,Arsenal,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10
Henri,Saivet,MID,NEW,4500000,0,0,0,0,0,0,1422,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,0,0,0,0,0,21,0,0,0,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diafra,Sakho,FWD,WHU,5500000,0,13,0.433333333333333,7.87878787878788E-08,2.36363636363636E-06,0,10331,2,6,0,0,0,1,0,2.4,295,0,0,13,0,0.1,0,0.3,1,0,0,0,1,0.2,9255,0,0,0,0,115,197,0,0,39,Liverpool,Watford,Leicester,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.9
Mamadou,Sakho,DEF,CRY,4900000,0,9,0.3,6.12244897959184E-08,1.83673469387755E-06,0,7674,0,11,0,0,0,0,0,1.8,1283,-1,0,9,1,0.6,0,3,2,0,0,0,1,0.2,12270,0,0,0,0,360,75,0,0,76,Tottenham,Everton,Stoke,Brighton,West Brom,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.5
Bakary,Sako,MID,CRY,4900000,1,6,0.2,4.08163265306122E-08,1.22448979591837E-06,0,3223,0,5,0,0,0,0,0,1.2,111,-1,0,6,1,0.1,0,0.7,0,0,0,0,0,0.1,1986,0,0,0,0,135,60,0,0,20,Tottenham,Everton,Stoke,Brighton,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Mohamed,Salah,MID,LIV,9200000,4,57,5.7,6.19565217391304E-07,6.19565217391304E-06,0,845898,0,11,0,0,0,5,0,6.2,17582,2,0,57,-2,0.5,1,4.7,4,0,3,0,3,36.1,1364635,0,0,0,2,759,43173,0,0,156,West Ham,Southampton,Chelsea,Stoke,Brighton,4.9,7.3,7,4.8,4.2,8.6,8.2,5.8,3.6,8.2,8.5,5,5.7,6.4,4.8,6.8,5.5,8.6,8.6,3.1,6.2,5.1,5.5,8.6,4.4,7.9,5.6,7.8,102.9
Renato,Sanches,MID,SWA,4800000,0,8,1.6,3.33333333333333E-07,1.66666666666667E-06,0,129798,1,4,0,0,0,0,0,1.7,4208,-2,1,8,2,0.1,0,0.7,0,0,1,0,0,0.8,165111,0,0,0,0,297,68,-1,0,39,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.9,1,1.1,1.1,0.9,1,0.8,1.4,1.2,0.8,1.2,0.8,0.9,1.1,1.3,0.9,0.9,0.8,1.2,0.9,0.8,0.8,0.9,1.5,0.8,0.8,1.2,0.9,11.6
Alexis,Sanchez,MID,ARS,11800000,2,29,4.1,3.47457627118644E-07,2.45762711864407E-06,0,170538,1,6,0,0,0,1,0,2.5,7674,-2,0,29,2,0.4,0,4.7,2,0,2,0,3,3.3,180037,0,0,0,0,452,2146,0,0,105,Man City,Tottenham,Burnley,Huddersfield,Man Utd,2,4.4,2.6,5.7,4.9,2.9,2.6,6,5.7,2.7,2.2,4.5,3.1,5.9,3.7,6.1,2.4,3.6,2.1,3.9,2.5,5.2,4.7,2.4,6,2,5.3,2.5,67.5
Davinson,Sanchez,DEF,TOT,6000000,0,28,0.933333333333333,1.55555555555556E-07,4.66666666666667E-06,0,9098,0,3,0,0,0,0,0,4.7,1131,0,0,28,0,0.5,0,2.7,0,0,4,0,0,0.4,20801,0,0,0,0,541,744,0,0,146,Crystal Palace,Arsenal,West Brom,Leicester,Watford,1.3,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,1.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,14.5
,Sandro,FWD,EVE,7100000,0,7,0.233333333333333,3.28638497652582E-08,9.85915492957747E-07,0,67652,0,7,0,0,0,0,0,1,391,-4,0,7,4,0,0,0,0,0,1,0,0,0.4,4652,0,0,0,0,215,115,0,0,12,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.5
Leroy,Sane,MID,MCI,8700000,12,71,7.1,8.16091954022988E-07,8.16091954022989E-06,0,296777,2,5,0,0,0,6,0,8.2,4162,2,-1,71,-2,1.3,0,11.3,9,0,3,0,5,20.1,1061983,0,0,0,3,586,194549,1,0,222,Arsenal,Leicester,Huddersfield,Southampton,West Ham,10.6,8.8,8.7,8.6,10.5,6.5,9.9,8,9.8,8.5,8.8,7.3,7,10.6,9.9,9,10.2,7.2,8.2,8.8,9.2,8.9,8.9,8.6,9.1,8.6,10.2,9.6,91.1
Sean,Scannell,MID,HUD,4500000,0,0,0,0,0,0,2612,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,4,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel,Schelotto,DEF,BHA,4400000,0,2,0.0666666666666667,1.51515151515152E-08,4.54545454545455E-07,0,395,0,0,0,0,0,0,0,0.5,19,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0,492,0,0,0,0,24,13,0,0,6,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Christopher,Schindler,DEF,HUD,4600000,1,34,3.4,7.39130434782609E-07,7.39130434782609E-06,0,142419,3,13,0,0,0,0,0,7.4,4159,1,0,34,-1,0.2,0,0.7,6,0,4,0,0,4.3,293401,0,0,0,2,900,1497,0,0,214,West Brom,Bournemouth,Man City,Arsenal,Everton,4.7,2.9,3,2,2.2,4.5,3.3,4.3,3.4,4,4.2,2,4.6,2.9,4.5,1.8,4.1,3.1,3.1,3.1,5.1,2.5,3.1,3.8,3.3,3.6,2.2,4.6,37.2
Jeffrey,Schlupp,DEF,CRY,4700000,1,10,1.3,2.76595744680851E-07,2.12765957446809E-06,0,11069,1,14,0,0,0,0,0,2.1,134,-3,0,10,3,0.4,0,1.7,0,0,0,0,0,0.2,2244,0,0,0,0,597,54,0,0,55,Tottenham,Everton,Stoke,Brighton,West Brom,0.6,0.8,0.9,0.6,0.6,0.9,0.8,0.6,0.6,1.2,0.6,0.7,1,0.6,0.6,1.1,0.6,0.8,0.8,0.7,0.6,1.1,0.6,1.1,1,0.8,0.6,1.2,28.6
Kasper,Schmeichel,GLK,LEI,5000000,6,44,4.4,8.8E-07,8.8E-06,0,77417,1,14,0,31,0,0,0,8.8,2596,0,0,44,0,0.7,0,3.7,6,0,3,0,0,4.3,92225,0,0,1,1,900,3258,0,0,208,Stoke,Man City,West Ham,Tottenham,Burnley,4.3,4.4,4.3,5.2,5.9,3.8,4.9,6.6,5.3,6,3.4,6.4,4.8,5.4,3.4,4.6,3.4,5.7,5.8,4.6,6.5,4.6,6.2,4.6,5.3,4.9,6.4,4.6,23.7
Morgan,Schneiderlin,MID,EVE,4900000,0,11,1.6,3.26530612244898E-07,2.24489795918367E-06,0,43148,1,11,0,0,0,0,0,2.2,808,-1,0,11,1,0.1,0,0.7,0,0,1,0,0,0.6,14366,0,0,0,0,599,108,0,1,91,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.8,0.8,0.9,1.4,1.3,0.8,0.8,1.2,0.9,0.8,0.9,1,0.8,1.2,1.3,0.8,1.4,0.9,0.8,1.1,0.8,0.8,1.3,1.2,1.4,0.8,0.9,0.8,17.1
Kyle,Scott,MID,CHE,4400000,0,0,0,0,0,0,3405,0,0,0,0,0,0,0,0,200,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3959,0,0,0,0,0,126,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,5900000,5,32,3.6,6.10169491525424E-07,5.42372881355932E-06,0,246213,2,18,0,0,0,1,0,5.4,3414,-1,0,32,1,0.4,0,2.3,2,0,1,0,3,3.5,213399,0,0,0,0,737,5975,0,0,133,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,4.2,2.7,3.3,4.2,4.1,3,3.2,4.5,4,3.1,3.6,4.5,2,4.2,2.6,3.7,3.6,3.1,3.5,2.3,5.1,2.3,3,3.2,3.8,2.3,4.5,4.3,62.5
