FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcos,Rojo,DEF,MUN,5400000,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,8,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sergio,Romero,GLK,MUN,4800000,0,0,0,0,0,0,4303,0,0,0,0,0,0,0,0,191,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,474,0,0,0,0,0,33,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salomon,Rondon,FWD,WBA,6100000,6,11,1.8,2.95081967213115E-07,1.80327868852459E-06,0,70854,1,5,0,0,0,1,0,1.8,1073,-4,0,11,4,0.3,0,2,0,0,0,0,0,0.6,8185,0,0,0,0,250,2313,0,0,32,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.9,1.2,1,0.9,0.9,1.2,1.5,2.1,1.2,0.9,1.1,1.2,2,2.1,0.9,2,1.2,0.9,1,1,1.2,1.5,1.6,1.1,1.1,0.9,0.9,1.9,0.9,0.9,1.7,10.4
Wayne,Rooney,FWD,EVE,7400000,1,23,3.3,4.45945945945946E-07,3.10810810810811E-06,0,768902,3,8,0,0,0,2,0,3.1,39051,-1,0,23,1,0.2,0,1.3,6,0,1,0,0,11.2,474046,0,0,0,0,521,7473,0,0,74,Brighton,Arsenal,Leicester,Watford,Crystal Palace,2.6,4.8,2.5,2.8,4,3,4.7,3.2,2.2,2.2,2.6,2.4,2.4,2.9,3.1,3,3.9,4,1.6,4.7,3.6,2.7,4.6,3,2.7,4.5,3.1,3.7,2.4,2.7,1.9,38.7
Danny,Rose,DEF,TOT,6400000,0,0,0,0,0,0,14657,0,0,0,0,0,0,0,0,399,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1179,0,0,0,0,0,48,0,0,0,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.142857142857143,3.57142857142857E-08,7.5E-07,0,86251,0,3,0,0,0,0,0,0.8,5312,0,0,3,0,0.1,0,0.5,0,0,0,0,0,3.3,102076,0,0,0,0,163,2377,0,0,22,Everton,West Ham,Southampton,Swansea,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5300000,0,5,0.238095238095238,4.49236298292902E-08,9.43396226415094E-07,0,3416,1,3,0,0,0,0,0,0.9,136,-2,1,5,2,0,0,0,0,0,1,0,0,0.1,962,0,0,0,0,133,22,-1,0,8,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Antonio,Rudiger,DEF,CHE,5900000,2,22,3.7,6.27118644067797E-07,3.72881355932203E-06,0,54199,2,6,0,0,0,0,0,3.7,2554,-1,0,22,1,0.6,0,3.8,2,0,2,0,1,2.1,20477,0,0,0,0,540,2202,0,0,120,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,5.3,3,3.9,2.5,4.6,3.5,2.4,3.6,3.6,4.7,3.1,3.5,4.8,3.9,2.7,2.9,4.5,3.8,5.6,4.2,3,3.4,4.3,4.7,2.6,4.8,5.4,3.6,5,4,4,16.1
Mathew,Ryan,GLK,BHA,4500000,3,24,3.4,7.55555555555556E-07,5.33333333333333E-06,0,11484,0,9,0,19,0,0,0,5.3,716,0,0,24,0,0.8,0,3.8,2,0,2,0,0,0.6,7813,0,0,0,1,630,751,0,0,122,Everton,West Ham,Southampton,Swansea,Stoke,4.1,2,3.9,3.2,4.5,1.7,5,4.7,3,3.7,3.8,3.8,3.1,2.3,4.4,2.9,3.4,3.7,5.1,2.3,3.2,5.1,2,1.9,3.7,4.3,3.8,3.3,3,3.3,1.9,12.6
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.380952380952381,7.61904761904762E-08,1.6E-06,0,375,1,2,0,0,0,0,0,1.6,60,0,0,8,0,0.4,0,2,0,0,1,0,1,0,705,0,0,0,0,158,17,0,0,24,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10
Henri,Saivet,MID,NEW,4500000,0,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,1501,0,0,0,0,0,54,0,0,0,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diafra,Sakho,FWD,WHU,5500000,5,12,0.571428571428571,1.03896103896104E-07,2.18181818181818E-06,0,6345,2,5,0,0,0,1,0,2.2,422,0,0,12,0,0.3,0,1.8,1,0,0,0,1,0.2,6436,0,0,0,0,100,1239,0,0,39,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,11.7
Mamadou,Sakho,DEF,CRY,4900000,0,0,0,0,0,0,4497,0,9,0,0,0,0,0,0,371,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,5528,0,0,0,0,180,229,0,0,26,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Bakary,Sako,MID,CRY,4900000,2,4,0.19047619047619,3.88726919339164E-08,8.16326530612245E-07,0,2318,0,5,0,0,0,0,0,0.8,106,-1,0,4,1,0.2,0,1,0,0,0,0,0,0.1,942,0,0,0,0,103,226,0,0,19,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Mohamed,Salah,MID,LIV,9200000,2,43,6.1,6.6304347826087E-07,4.67391304347826E-06,0,587467,0,7,0,0,0,4,0,4.7,75624,2,0,43,-2,0.5,0,5,4,0,1,0,2,34.2,1003814,0,0,0,2,512,15717,0,0,126,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,7.1,6.8,8.4,5,7.8,7.9,4.9,4.5,9.1,8.9,5.8,4.3,8.2,9.1,6.2,6.6,7.9,5.7,6.6,7.1,9.1,9.1,3.5,6.6,6.5,5.8,9.1,5,9,7,9.1,72.4
Renato,Sanches,MID,SWA,4900000,1,6,1.5,3.06122448979592E-07,1.22448979591837E-06,0,73955,1,2,0,0,0,0,0,1.2,6859,-1,1,6,1,0.3,0,1.5,0,0,1,0,0,1.9,162686,0,0,0,0,220,1407,-1,0,27,Huddersfield,Leicester,Arsenal,Brighton,Burnley,0.8,0.8,0.8,0.8,1.2,1,1.4,0.9,0.8,0.8,1.3,0.9,0.8,1.3,0.8,1,0.8,1.4,1.1,0.8,0.8,1.2,1,0.8,0.8,0.9,1.1,0.8,0.8,1.2,0.8,7.5
Alexis,Sanchez,MID,ARS,11900000,6,15,3,2.52100840336134E-07,1.26050420168067E-06,0,123724,1,3,0,0,0,0,0,1.3,4371,-1,0,15,1,0.3,0,3.3,0,0,2,0,2,2.5,96979,0,0,0,0,272,3919,0,0,58,Watford,Everton,Swansea,Man City,Tottenham,1.5,1.5,3.8,1.5,2.5,1.5,3.4,2.7,1.5,1.5,4,3.8,1.6,1.5,3.1,1.5,4.2,2.3,4.5,1.5,2.5,1.5,2.5,1.5,3.8,3.1,1.5,4.5,1.5,3.2,1.5,34.9
Davinson,Sanchez,DEF,TOT,6000000,6,20,0.952380952380952,1.58730158730159E-07,3.33333333333333E-06,0,4744,0,2,0,0,0,0,0,3.3,669,0,0,20,0,0.8,0,4.8,0,0,3,0,0,0.3,14044,0,0,0,0,361,989,0,0,103,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.5,0.5,0.5,0.8,0.5,0.5,0.5,1,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.5,1.3,0.5,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.6,0.5,9.3
,Sandro,FWD,EVE,7200000,1,7,0.333333333333333,4.62962962962963E-08,9.72222222222222E-07,0,63921,0,7,0,0,0,0,0,1,983,-3,0,7,3,0.1,0,0.8,0,0,1,0,0,0.5,3834,0,0,0,0,215,177,0,0,12,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Leroy,Sane,MID,MCI,8300000,3,37,1.76190476190476,2.122776821572E-07,4.4578313253012E-06,0,241599,1,1,0,0,0,3,0,4.5,13151,-2,0,37,2,1,0,8.3,5,0,2,0,2,6.4,306697,0,0,0,2,316,52416,0,0,116,Stoke,Burnley,West Brom,Arsenal,Leicester,1.2,0.9,1,2.2,1.2,1.2,0.9,1.9,0.9,2.1,0.9,1.6,1.2,1.6,0.9,0.9,1.4,1.2,1.3,1.4,0.9,0.9,0.9,1.3,1.5,0.9,1.4,1.2,1,1,1.5,49.3
Sean,Scannell,MID,HUD,4500000,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,3,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezequiel,Schelotto,DEF,BHA,4500000,1,1,0.0476190476190476,1.05820105820106E-08,2.22222222222222E-07,0,259,0,0,0,0,0,0,0,0.2,24,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0,394,0,0,0,0,18,16,0,0,5,Everton,West Ham,Southampton,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
Christopher,Schindler,DEF,HUD,4600000,0,32,4.6,1E-06,6.95652173913044E-06,0,96190,1,7,0,0,0,0,0,7,10487,1,0,32,-1,0.6,0,2.8,6,0,4,0,0,5.1,282981,0,0,0,2,630,5346,0,0,175,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6.1,4.4,4.2,6.5,4.8,3.8,3.2,4.3,6.9,4.5,6.9,6.7,6.1,5.1,3.9,6.9,4.9,6.3,3.7,6,5.6,6.6,4.3,6.1,4.8,5.5,5.1,5.9,5.5,4.1,6.9,28.4
Jeffrey,Schlupp,DEF,CRY,4800000,1,5,0.238095238095238,4.96031746031746E-08,1.04166666666667E-06,0,9838,1,10,0,0,0,0,0,1,230,-2,0,5,2,0.2,0,1,0,0,0,0,0,0.2,1036,0,0,0,0,343,35,0,0,40,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17
Kasper,Schmeichel,GLK,LEI,5000000,10,33,4.7,9.4E-07,6.6E-06,0,57148,1,12,0,26,0,0,0,6.6,3132,0,0,33,0,0.8,0,4,6,0,2,0,0,4.2,70766,0,0,1,1,630,5750,0,0,157,West Brom,Swansea,Everton,Stoke,Man City,7,5.7,6.1,4.5,4.4,3.9,5.1,5.7,4.4,6.4,6.7,5.1,6.8,3.8,6.4,5.6,5.7,3.9,4.9,3.7,6.7,6.6,5.2,7,5,6.4,5.4,5.8,5.7,7,6.3,19.7
Morgan,Schneiderlin,MID,EVE,5000000,2,9,1.5,3E-07,1.8E-06,0,35725,1,10,0,0,0,0,0,1.8,1246,0,0,9,0,0.4,0,1.8,0,0,1,0,0,0.7,12154,0,0,0,0,509,381,0,1,74,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.8,1.9,0.8,0.8,1,0.9,1.7,1,0.8,0.8,1.1,0.8,0.8,0.8,0.8,0.9,1.1,1.3,0.8,1.4,0.9,0.8,1.2,0.8,0.8,1.2,1.4,1.3,0.8,0.8,0.8,15.6
Kyle,Scott,MID,CHE,4500000,0,0,0,0,0,0,1382,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,0,0,83,0,0,0,Crystal Palace,Watford,Bournemouth,Man Utd,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xherdan,Shaqiri,MID,STK,5900000,5,25,3.6,6.10169491525424E-07,4.23728813559322E-06,0,145275,1,11,0,0,0,1,0,4.2,9280,-1,0,25,1,0.8,0,5,2,0,0,0,2,4.5,164928,0,0,0,0,560,19153,0,0,112,Man City,Bournemouth,Watford,Leicester,Brighton,2.1,5.1,3.5,4.7,2.2,3.9,4.3,4.3,3.5,3.2,5.4,4.2,2.9,3.7,4.6,1.8,3.9,2.7,3.3,4.5,2.9,3.7,2.7,5.3,2.1,2.8,2.5,3.6,1.9,4.8,4.8,56
Luke,Shaw,DEF,MUN,4900000,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,208,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,1301,0,0,0,0,0,93,0,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Shawcross,DEF,STK,4900000,0,10,0.476190476190476,9.71817298347911E-08,2.04081632653061E-06,0,50525,0,2,0,0,0,0,0,2,2418,-1,0,10,1,0,0,0,0,0,1,0,0,1,11029,0,0,0,0,270,21,0,0,45,Man City,Bournemouth,Watford,Leicester,Brighton,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,10.4
Jonjo,Shelvey,MID,NEW,5300000,6,6,0.285714285714286,5.39083557951482E-08,1.13207547169811E-06,0,63208,0,3,0,0,0,0,0,1.1,630,-2,0,6,2,0.4,0,2,1,0,0,0,1,0.5,4992,0,0,0,0,180,1474,0,1,20,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.2
,Sheyi Ojo,MID,LIV,5000000,0,0,0,0,0,0,1367,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve,Sidwell,MID,BHA,4400000,0,0,0,0,0,0,15398,0,0,0,0,0,0,0,0,364,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1067,0,0,0,0,0,84,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gylfi,Sigurdsson,MID,EVE,8200000,2,11,1.8,2.19512195121951E-07,1.34146341463415E-06,0,242677,0,12,0,0,0,0,0,1.3,10616,-3,1,11,3,0.2,0,2,0,0,0,0,0,3.3,80287,0,0,0,0,479,677,-1,0,59,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.9,2.5,0.9,0.9,1.3,1.3,2.2,1.3,0.9,0.9,1.5,1.2,0.9,1.1,1,1.2,1.5,1.7,0.9,1.8,1.2,1,1.7,0.9,0.9,1.5,1.8,1.7,0.9,1.1,0.9,39.2
Danny,Simpson,DEF,LEI,4500000,6,17,2.4,5.33333333333333E-07,3.77777777777778E-06,0,104923,0,12,0,0,0,0,0,3.8,4177,0,0,17,0,0.6,0,2.5,0,0,2,0,0,4.3,67760,0,0,0,0,630,4885,0,0,112,West Brom,Swansea,Everton,Stoke,Man City,2.9,2.1,2.3,1.5,1.5,1.3,1.8,2.1,1.5,2.5,3.4,1.8,2.8,1.2,2.5,2,2.1,1.3,1.7,1.2,2.7,2.6,1.9,3.3,1.8,2.5,2,2.2,2.9,3.3,2.4,18.3
Joshua,Sims,MID,SOU,4400000,0,0,0,0,0,0,2860,0,0,0,0,0,0,0,0,232,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,3933,0,0,0,0,0,307,0,0,0,Newcastle,West Brom,Brighton,Burnley,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerome,Sinclair,FWD,WAT,4900000,0,0,0,0,0,0,5799,0,0,0,0,0,0,0,0,351,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,3647,0,0,0,0,0,417,-1,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moussa,Sissoko,MID,TOT,5400000,6,17,2.4,4.44444444444444E-07,3.14814814814815E-06,0,13286,0,3,0,0,0,1,0,3.1,1290,-1,0,17,1,0.6,0,3.5,0,0,2,0,0,0.4,12414,0,0,0,0,318,4437,0,0,61,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,2,1.5,1.4,1.7,1.7,1.4,2.3,2.7,1.4,1.6,1.7,2.5,1.2,2.3,3.5,2.2,2.8,1.2,1.5,2.7,2.9,1.2,2.5,1.6,2.8,1.9,1.2,1.8,1.2,2,1.7,26.8
Jiri,Skalak,MID,BHA,4800000,0,0,0,0,0,0,1188,0,0,0,0,0,0,0,0,56,-2,0,0,2,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,24,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Islam,Slimani,FWD,LEI,6800000,0,5,0.238095238095238,3.50140056022409E-08,7.35294117647059E-07,0,16297,0,2,0,0,0,0,0,0.7,1042,-2,0,5,2,0.1,0,0.8,0,0,0,0,0,0.3,6633,0,0,0,0,91,495,0,0,8,West Brom,Swansea,Everton,Stoke,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.9
Chris,Smalling,DEF,MUN,5300000,6,7,0.333333333333333,6.28930817610063E-08,1.32075471698113E-06,0,49481,0,0,0,0,0,0,0,1.3,981,-2,0,7,2,0.3,0,1.8,0,0,1,0,0,1,9958,0,0,0,0,105,791,0,0,31,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Tommy,Smith,DEF,HUD,5000000,0,23,3.3,6.6E-07,4.6E-06,0,17100,1,7,0,0,0,0,0,4.6,1382,0,0,23,0,0.5,0,2.3,2,0,3,0,0,0.5,10860,0,0,0,0,596,196,0,0,100,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,3.8,2.6,2.5,4.2,2.9,2.2,1.8,2.5,4.6,2.7,4.6,4.3,3.8,3.1,2.3,4.7,3,4,2.1,3.8,3.5,4.2,2.5,4.4,2.9,3.4,3.1,3.7,3.4,2.4,4.7,22.2
Robert,Snodgrass,MID,WHU,5800000,0,0,0,0,0,0,221515,0,0,0,0,0,0,0,0,1744,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,1799,0,0,0,0,0,2,0,0,0,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramadan,Sobhi,MID,STK,4800000,0,8,0.380952380952381,7.93650793650794E-08,1.66666666666667E-06,0,28496,0,5,0,0,0,0,0,1.7,1667,-2,0,8,2,0.2,0,0.8,0,0,0,0,1,0.5,8169,0,0,0,0,158,303,0,0,30,Man City,Bournemouth,Watford,Leicester,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.4
Dominic,Solanke,FWD,LIV,4800000,1,4,0.19047619047619,3.96825396825397E-08,8.33333333333333E-07,0,117360,0,2,0,0,0,0,0,0.8,3558,-2,0,4,2,0.2,0,0.8,0,0,0,0,0,1.7,28241,0,0,0,0,70,2479,0,0,7,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.5
Heung-Min,Son,MID,TOT,7900000,1,10,0.476190476190476,6.02772754671489E-08,1.26582278481013E-06,0,54794,0,1,0,0,0,0,0,1.3,3937,-1,1,10,1,0.2,0,1.3,0,0,2,0,0,0.9,43863,0,0,0,0,204,836,-1,0,42,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.6
Pape,Souare,DEF,CRY,4500000,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,27,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Souttar,DEF,STK,4000000,0,0,0,0,0,0,1856,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4791,0,0,0,0,0,787,0,0,0,Man City,Bournemouth,Watford,Leicester,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian,Speroni,GLK,CRY,4000000,0,0,0,0,0,0,23597,0,0,0,0,0,0,0,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,2.1,16212,0,0,0,0,0,914,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior,Stanislas,MID,BOU,5900000,3,4,0.19047619047619,3.22841000807102E-08,6.77966101694915E-07,0,3056,1,2,0,0,0,0,0,0.7,121,-1,0,4,1,0.2,0,1,0,0,1,0,0,0.1,981,0,0,0,0,177,176,0,0,23,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.1
Jon Gorenc,Stankovic,DEF,HUD,4000000,0,0,0,0,0,0,3626,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1919,0,0,0,0,0,106,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maarten,Stekelenburg,GLK,EVE,4400000,0,0,0,0,0,0,13154,0,0,0,0,0,0,0,0,469,-1,0,0,1,0,0,0,0,0,0,0,0,0.5,1431,0,0,0,0,0,58,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dale,Stephens,MID,BHA,4500000,2,19,2.7,6E-07,4.22222222222222E-06,0,24124,0,9,0,0,0,0,0,4.2,3754,0,0,19,0,0.7,0,3,0,0,2,0,1,1.2,52654,0,0,0,0,630,13027,0,0,111,Everton,West Ham,Southampton,Swansea,Stoke,3.8,1.4,2.3,3,3,1.4,3.3,3,1.6,2.1,2.4,1.8,2.2,1.6,3.6,1.4,2.4,2.2,3.9,1.4,3,4.1,2.1,1.4,3.3,2.6,2.3,1.8,1.8,2,1.4,25.5
